date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2014-06-25,Ecuador,France,0,0,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
2014-06-30,France,Nigeria,2,0,FIFA World Cup,Brasília,Brazil,TRUE
2014-07-04,France,Germany,0,1,FIFA World Cup,Rio de Janeiro,Brazil,TRUE
2014-09-04,France,Spain,1,0,Friendly,Saint-Denis,France,FALSE
2014-09-07,Serbia,France,1,1,Friendly,Belgrade,Serbia,FALSE
2014-09-08,Spain,North Macedonia,5,1,UEFA Euro qualification,Valencia,Spain,FALSE
2014-10-09,Slovakia,Spain,2,1,UEFA Euro qualification,Žilina,Slovakia,FALSE
2014-10-11,France,Portugal,2,1,Friendly,Saint-Denis,France,FALSE
2014-10-12,Luxembourg,Spain,0,4,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
2014-10-14,Armenia,France,0,3,Friendly,Yerevan,Armenia,FALSE
2014-11-14,France,Albania,1,1,Friendly,Rennes,France,FALSE
2014-11-15,Spain,Belarus,3,0,UEFA Euro qualification,Huelva,Spain,FALSE
2014-11-18,France,Sweden,1,0,Friendly,Marseille,France,FALSE
2014-11-18,Spain,Germany,0,1,Friendly,Vigo,Spain,FALSE
2015-03-26,France,Brazil,1,3,Friendly,Saint-Denis,France,FALSE
2015-03-27,Spain,Ukraine,1,0,UEFA Euro qualification,Seville,Spain,FALSE
2015-03-29,France,Denmark,2,0,Friendly,Saint-Étienne,France,FALSE
2015-03-31,Netherlands,Spain,2,0,Friendly,Amsterdam,Netherlands,FALSE
2015-06-07,France,Belgium,3,4,Friendly,Saint-Denis,France,FALSE
2015-06-11,Spain,Costa Rica,2,1,Friendly,León,Spain,FALSE
2015-06-13,Albania,France,1,0,Friendly,Elbasan,Albania,FALSE
2015-06-14,Belarus,Spain,0,1,UEFA Euro qualification,Borisov,Belarus,FALSE
2015-09-04,Portugal,France,0,1,Friendly,Lisbon,Portugal,FALSE
2015-09-05,Spain,Slovakia,2,0,UEFA Euro qualification,Oviedo,Spain,FALSE
2015-09-07,France,Serbia,2,1,Friendly,Bordeaux,France,FALSE
2015-09-08,North Macedonia,Spain,0,1,UEFA Euro qualification,Skopje,North Macedonia,FALSE
2015-10-08,France,Armenia,4,0,Friendly,Nice,France,FALSE
2015-10-09,Spain,Luxembourg,4,0,UEFA Euro qualification,Logroño,Spain,FALSE
2015-10-11,Denmark,France,1,2,Friendly,Copenhagen,Denmark,FALSE
2015-10-12,Ukraine,Spain,0,1,UEFA Euro qualification,Kyiv,Ukraine,FALSE
2015-11-13,France,Germany,2,0,Friendly,Saint-Denis,France,FALSE
2015-11-13,Spain,England,2,0,Friendly,Alicante,Spain,FALSE
2015-11-17,England,France,2,0,Friendly,London,England,FALSE
2016-03-24,Italy,Spain,1,1,Friendly,Udine,Italy,FALSE
2016-03-25,Netherlands,France,2,3,Friendly,Amsterdam,Netherlands,FALSE
2016-03-27,Romania,Spain,0,0,Friendly,Cluj,Romania,FALSE
2016-03-29,France,Russia,4,2,Friendly,Saint-Denis,France,FALSE
2016-05-29,Bosnia and Herzegovina,Spain,1,3,Friendly,St. Gallen,Switzerland,TRUE
2016-05-30,France,Cameroon,3,2,Friendly,Nantes,France,FALSE
2016-06-01,Spain,South Korea,6,1,Friendly,Salzburg,Austria,TRUE
2016-06-04,France,Scotland,3,0,Friendly,Metz,France,FALSE
2016-06-07,Spain,Georgia,0,1,Friendly,Getafe,Spain,FALSE
2016-06-10,France,Romania,2,1,UEFA Euro,Saint-Denis,France,FALSE
2016-06-13,Spain,Czech Republic,1,0,UEFA Euro,Toulouse,France,TRUE
2016-06-15,France,Albania,2,0,UEFA Euro,Marseille,France,FALSE
2016-06-17,Spain,Turkey,3,0,UEFA Euro,Nice,France,TRUE
2016-06-19,France,Switzerland,0,0,UEFA Euro,Villeneuve-d'Ascq,France,FALSE
2016-06-21,Croatia,Spain,2,1,UEFA Euro,Bordeaux,France,TRUE
2016-06-26,France,Republic of Ireland,2,1,UEFA Euro,Lyon,France,FALSE
2016-06-27,Italy,Spain,2,0,UEFA Euro,Saint-Denis,France,TRUE
2016-07-03,France,Iceland,5,2,UEFA Euro,Saint-Denis,France,FALSE
2016-07-07,France,Germany,2,0,UEFA Euro,Marseille,France,FALSE
2016-07-10,France,Portugal,0,1,UEFA Euro,Saint-Denis,France,FALSE
2016-09-01,Belgium,Spain,0,2,Friendly,Brussels,Belgium,FALSE
2016-09-01,Italy,France,1,3,Friendly,Bari,Italy,FALSE
2016-09-05,Spain,Liechtenstein,8,0,FIFA World Cup qualification,León,Spain,FALSE
2016-09-06,Belarus,France,0,0,FIFA World Cup qualification,Borisov,Belarus,FALSE
2016-10-06,Italy,Spain,1,1,FIFA World Cup qualification,Turin,Italy,FALSE
2016-10-07,France,Bulgaria,4,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2016-10-09,Albania,Spain,0,2,FIFA World Cup qualification,Shkodër,Albania,FALSE
2016-10-10,Netherlands,France,0,1,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
2016-11-11,France,Sweden,2,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2016-11-12,Spain,North Macedonia,4,0,FIFA World Cup qualification,Granada,Spain,FALSE
2016-11-15,England,Spain,2,2,Friendly,London,England,FALSE
2016-11-15,France,Ivory Coast,0,0,Friendly,Lens,France,FALSE
2017-03-24,Spain,Israel,4,1,FIFA World Cup qualification,Gijón,Spain,FALSE
2017-03-25,Luxembourg,France,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
2017-03-28,France,Spain,0,2,Friendly,Saint-Denis,France,FALSE
2017-06-02,France,Paraguay,5,0,Friendly,Rennes,France,FALSE
2017-06-07,Spain,Colombia,2,2,Friendly,Murcia,Spain,FALSE
2017-06-09,Sweden,France,2,1,FIFA World Cup qualification,Solna,Sweden,FALSE
2017-06-11,North Macedonia,Spain,1,2,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
2017-06-13,France,England,3,2,Friendly,Saint-Denis,France,FALSE
2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,Madrid,Spain,FALSE
2017-09-03,France,Luxembourg,0,0,FIFA World Cup qualification,Toulouse,France,FALSE
2017-09-05,Liechtenstein,Spain,0,8,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
2017-10-06,Spain,Albania,3,0,FIFA World Cup qualification,Alicante,Spain,FALSE
2017-10-07,Bulgaria,France,0,1,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
2017-10-09,Israel,Spain,0,1,FIFA World Cup qualification,Jerusalem,Israel,FALSE
2017-10-10,France,Belarus,2,1,FIFA World Cup qualification,Saint-Denis,France,FALSE
2017-11-10,France,Wales,2,0,Friendly,Saint-Denis,France,FALSE
2017-11-11,Spain,Costa Rica,5,0,Friendly,Málaga,Spain,FALSE
2017-11-14,Germany,France,2,2,Friendly,Cologne,Germany,FALSE
2017-11-14,Russia,Spain,3,3,Friendly,Saint Petersburg,Russia,FALSE
2018-03-23,France,Colombia,2,3,Friendly,Saint-Denis,France,FALSE
2018-03-23,Germany,Spain,1,1,Friendly,Düsseldorf,Germany,FALSE
2018-03-27,Russia,France,1,3,Friendly,Saint Petersburg,Russia,FALSE
2018-03-27,Spain,Argentina,6,1,Friendly,Madrid,Spain,FALSE
2018-05-28,France,Republic of Ireland,2,0,Friendly,Saint-Denis,France,FALSE
2018-06-01,France,Italy,3,1,Friendly,Nice,France,FALSE
2018-06-03,Spain,Switzerland,1,1,Friendly,Villarreal,Spain,FALSE
2018-06-09,Tunisia,Spain,0,1,Friendly,Krasnodar,Russia,TRUE
2018-06-09,France,United States,1,1,Friendly,Lyon,France,FALSE
2018-06-15,Portugal,Spain,3,3,FIFA World Cup,Sochi,Russia,TRUE
2018-06-16,France,Australia,2,1,FIFA World Cup,Kazan,Russia,TRUE
2018-06-20,Iran,Spain,0,1,FIFA World Cup,Kazan,Russia,TRUE
2018-06-21,France,Peru,1,0,FIFA World Cup,Ekaterinburg,Russia,TRUE
2018-06-25,Spain,Morocco,2,2,FIFA World Cup,Kaliningrad,Russia,TRUE
2018-06-26,Denmark,France,0,0,FIFA World Cup,Moscow,Russia,TRUE
2018-06-30,France,Argentina,4,3,FIFA World Cup,Kazan,Russia,TRUE
2018-07-01,Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,FALSE
2018-07-06,Uruguay,France,0,2,FIFA World Cup,Nizhny Novgorod,Russia,TRUE
2018-07-10,France,Belgium,1,0,FIFA World Cup,Saint Petersburg,Russia,TRUE
2018-07-15,France,Croatia,4,2,FIFA World Cup,Moscow,Russia,TRUE
2018-09-06,Germany,France,0,0,UEFA Nations League,Munich,Germany,FALSE
2018-09-08,England,Spain,1,2,UEFA Nations League,London,England,FALSE
2018-09-09,France,Netherlands,2,1,UEFA Nations League,Paris,France,FALSE
2018-09-11,Spain,Croatia,6,0,UEFA Nations League,Elche,Spain,FALSE
2018-10-11,France,Iceland,2,2,Friendly,Guingamp,France,FALSE
2018-10-11,Wales,Spain,1,4,Friendly,Cardiff,Wales,FALSE
2018-10-15,Spain,England,2,3,UEFA Nations League,Seville,Spain,FALSE
2018-10-16,France,Germany,2,1,UEFA Nations League,Paris,France,FALSE
2018-11-15,Croatia,Spain,3,2,UEFA Nations League,Zagreb,Croatia,FALSE
2018-11-16,Netherlands,France,2,0,UEFA Nations League,Rotterdam,Netherlands,FALSE
2018-11-18,Spain,Bosnia and Herzegovina,1,0,Friendly,Las Palmas,Spain,FALSE
2018-11-20,France,Uruguay,1,0,Friendly,Paris,France,FALSE
2019-03-22,Moldova,France,1,4,UEFA Euro qualification,Chișinău,Moldova,FALSE
2019-03-23,Spain,Norway,2,1,UEFA Euro qualification,Valencia,Spain,FALSE
2019-03-25,France,Iceland,4,0,UEFA Euro qualification,Paris,France,FALSE
2019-03-26,Malta,Spain,0,2,UEFA Euro qualification,Attard,Malta,FALSE
2019-06-02,France,Bolivia,2,0,Friendly,Nantes,France,FALSE
2019-06-07,Faroe Islands,Spain,1,4,UEFA Euro qualification,Tórshavn,Faroe Islands,FALSE
2019-06-08,Turkey,France,2,0,UEFA Euro qualification,Konya,Turkey,FALSE
2019-06-10,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain,FALSE
2019-06-11,Andorra,France,0,4,UEFA Euro qualification,Andorra la Vella,Andorra,FALSE
2019-09-05,Romania,Spain,1,2,UEFA Euro qualification,Bucharest,Romania,FALSE
2019-09-07,France,Albania,4,1,UEFA Euro qualification,Paris,France,FALSE
2019-09-08,Spain,Faroe Islands,4,0,UEFA Euro qualification,Gijon,Egypt,TRUE
2019-09-10,France,Andorra,3,0,UEFA Euro qualification,Paris,France,FALSE
2019-10-11,Iceland,France,0,1,UEFA Euro qualification,Reykjavík,Iceland,FALSE
2019-10-12,Norway,Spain,1,1,UEFA Euro qualification,Oslo,Norway,FALSE
2019-10-14,France,Turkey,1,1,UEFA Euro qualification,Paris,France,FALSE
2019-10-15,Sweden,Spain,1,1,UEFA Euro qualification,Stockholm,Sweden,FALSE
2019-11-14,France,Moldova,2,1,UEFA Euro qualification,Paris,France,FALSE
2019-11-15,Spain,Malta,7,0,UEFA Euro qualification,Cádiz,Spain,FALSE
2019-11-17,Albania,France,0,2,UEFA Euro qualification,Tirana,Albania,FALSE
2019-11-18,Spain,Romania,5,0,UEFA Euro qualification,Madrid,Spain,FALSE
2020-09-03,Germany,Spain,1,1,UEFA Nations League,Stuttgart,Germany,FALSE
2020-09-05,Sweden,France,0,1,UEFA Nations League,Stockholm,Sweden,FALSE
2020-09-06,Spain,Ukraine,4,0,UEFA Nations League,Madrid,Spain,FALSE
2020-09-08,France,Croatia,4,2,UEFA Nations League,Paris,France,FALSE
2020-10-07,France,Ukraine,7,1,Friendly,Paris,France,FALSE
2020-10-07,Portugal,Spain,0,0,Friendly,Lisbon,Portugal,FALSE
2020-10-10,Spain,Switzerland,1,0,UEFA Nations League,Madrid,Spain,FALSE
2020-10-11,France,Portugal,0,0,UEFA Nations League,Paris,France,FALSE
2020-10-13,Ukraine,Spain,1,0,UEFA Nations League,Kyiv,Ukraine,FALSE
2020-10-14,Croatia,France,1,2,UEFA Nations League,Zagreb,Croatia,FALSE
2020-11-11,France,Finland,0,2,Friendly,Paris,France,FALSE
2020-11-11,Netherlands,Spain,1,1,Friendly,Amsterdam,Netherlands,FALSE
2020-11-14,Portugal,France,0,1,UEFA Nations League,Lisbon,Portugal,FALSE
2020-11-14,Switzerland,Spain,1,1,UEFA Nations League,Basel,Switzerland,FALSE
2020-11-17,France,Sweden,4,2,UEFA Nations League,Paris,France,FALSE
2020-11-17,Spain,Germany,6,0,UEFA Nations League,Seville,Spain,FALSE
2021-03-24,France,Ukraine,1,1,FIFA World Cup qualification,Paris,France,FALSE
2021-03-25,Spain,Greece,1,1,FIFA World Cup qualification,Granada,Spain,FALSE
2021-03-28,Georgia,Spain,1,2,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
2021-03-28,Kazakhstan,France,0,2,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
2021-03-31,Spain,Kosovo,3,1,FIFA World Cup qualification,Seville,Spain,FALSE
2021-03-31,Bosnia and Herzegovina,France,0,1,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,FALSE
2021-06-02,France,Wales,3,0,Friendly,Nice,France,FALSE
2021-06-04,Spain,Portugal,0,0,Friendly,Madrid,Spain,FALSE
2021-06-08,France,Bulgaria,3,0,Friendly,Paris,France,FALSE
2021-06-08,Spain,Lithuania,4,0,Friendly,Leganés,Spain,FALSE
2021-06-14,Spain,Sweden,0,0,UEFA Euro,Seville,Spain,FALSE
2021-06-15,Germany,France,0,1,UEFA Euro,Munich,Germany,FALSE
2021-06-19,Spain,Poland,1,1,UEFA Euro,Seville,Spain,FALSE
2021-06-19,Hungary,France,1,1,UEFA Euro,Budapest,Hungary,FALSE
2021-06-23,Spain,Slovakia,5,0,UEFA Euro,Seville,Spain,FALSE
2021-06-23,Portugal,France,2,2,UEFA Euro,Budapest,Hungary,TRUE
2021-06-28,Croatia,Spain,3,5,UEFA Euro,Copenhagen,Denmark,TRUE
2021-06-28,France,Switzerland,3,3,UEFA Euro,Bucharest,Romania,TRUE
2021-07-02,Switzerland,Spain,1,1,UEFA Euro,Saint Petersburg,Russia,TRUE
2021-07-06,Italy,Spain,1,1,UEFA Euro,London,England,TRUE
2021-09-01,France,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Strasbourg,France,FALSE
2021-09-02,Sweden,Spain,2,1,FIFA World Cup qualification,Stockholm,Sweden,FALSE
2021-09-04,Ukraine,France,1,1,FIFA World Cup qualification,Kyiv,Ukraine,FALSE
2021-09-05,Spain,Georgia,4,0,FIFA World Cup qualification,Badajoz,Spain,FALSE
2021-09-07,France,Finland,2,0,FIFA World Cup qualification,Lyon,France,FALSE
2021-09-08,Kosovo,Spain,0,2,FIFA World Cup qualification,Pristina,Kosovo,FALSE
2021-10-06,Italy,Spain,1,2,UEFA Nations League,Milan,Italy,FALSE
2021-10-07,Belgium,France,2,3,UEFA Nations League,Turin,Italy,TRUE
2021-10-10,Spain,France,1,2,UEFA Nations League,Milan,Italy,TRUE
2021-11-11,Greece,Spain,0,1,FIFA World Cup qualification,Athens,Greece,FALSE
2021-11-13,France,Kazakhstan,8,0,FIFA World Cup qualification,Paris,France,FALSE
2021-11-14,Spain,Sweden,1,0,FIFA World Cup qualification,Seville,Spain,FALSE
2021-11-16,Finland,France,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE
2022-03-25,France,Ivory Coast,2,1,Friendly,Marseille,France,FALSE
2022-03-26,Spain,Albania,2,1,Friendly,Barcelona,Spain,FALSE
2022-03-29,France,South Africa,5,0,Friendly,Villeneuve-d'Ascq,France,FALSE
2022-03-29,Spain,Iceland,5,0,Friendly,A Coruña,Spain,FALSE
2022-06-02,Spain,Portugal,1,1,UEFA Nations League,Seville,Spain,FALSE
2022-06-03,France,Denmark,1,2,UEFA Nations League,Paris,France,FALSE
2022-06-05,Czech Republic,Spain,2,2,UEFA Nations League,Prague,Czech Republic,FALSE
2022-06-06,Croatia,France,1,1,UEFA Nations League,Split,Croatia,FALSE
2022-06-09,Switzerland,Spain,0,1,UEFA Nations League,Geneva,Switzerland,FALSE
2022-06-10,Austria,France,1,1,UEFA Nations League,Vienna,Austria,FALSE
2022-06-12,Spain,Czech Republic,2,0,UEFA Nations League,Málaga,Spain,FALSE
2022-06-13,France,Croatia,0,1,UEFA Nations League,Paris,France,FALSE
2022-09-22,France,Austria,2,0,UEFA Nations League,Paris,France,FALSE
2022-09-24,Spain,Switzerland,1,2,UEFA Nations League,Zaragoza,Spain,FALSE
2022-09-25,Denmark,France,2,0,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-09-27,Portugal,Spain,0,1,UEFA Nations League,Braga,Portugal,FALSE
2022-11-17,Jordan,Spain,1,3,Friendly,Amman,Jordan,FALSE
2022-11-22,France,Australia,4,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-23,Spain,Costa Rica,7,0,FIFA World Cup,Doha,Qatar,TRUE
2022-11-26,France,Denmark,2,1,FIFA World Cup,Doha,Qatar,TRUE
2022-11-27,Spain,Germany,1,1,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-30,Tunisia,France,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-01,Japan,Spain,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-04,France,Poland,3,1,FIFA World Cup,Doha,Qatar,TRUE
2022-12-06,Morocco,Spain,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-10,England,France,1,2,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-14,France,Morocco,2,0,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-18,Argentina,France,3,3,FIFA World Cup,Lusail,Qatar,TRUE
2023-03-24,France,Netherlands,4,0,UEFA Euro qualification,Paris,France,FALSE
2023-03-25,Spain,Norway,3,0,UEFA Euro qualification,Málaga,Spain,FALSE
2023-03-27,Republic of Ireland,France,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
2023-03-28,Scotland,Spain,2,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
2023-06-15,Spain,Italy,2,1,UEFA Nations League,Enschede,Netherlands,TRUE
2023-06-16,Gibraltar,France,0,3,UEFA Euro qualification,Faro-Loulé,Portugal,TRUE
2023-06-18,Croatia,Spain,0,0,UEFA Nations League,Rotterdam,Netherlands,TRUE
2023-06-19,France,Greece,1,0,UEFA Euro qualification,Paris,France,FALSE
2023-09-07,France,Republic of Ireland,2,0,UEFA Euro qualification,Paris,France,FALSE
2023-09-08,Georgia,Spain,1,7,UEFA Euro qualification,Tbilisi,Georgia,FALSE
2023-09-12,Germany,France,2,1,Friendly,Dortmund,Germany,FALSE
2023-09-12,Spain,Cyprus,6,0,UEFA Euro qualification,Granada,Spain,FALSE
2023-10-12,Spain,Scotland,2,0,UEFA Euro qualification,Seville,Spain,FALSE
2023-10-13,Netherlands,France,1,2,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
2023-10-15,Norway,Spain,0,1,UEFA Euro qualification,Oslo,Norway,FALSE
2023-10-17,France,Scotland,4,1,Friendly,Lille,France,FALSE
2023-11-16,Cyprus,Spain,1,3,UEFA Euro qualification,Limassol,Cyprus,FALSE
2023-11-18,France,Gibraltar,14,0,UEFA Euro qualification,Nice,France,FALSE
2023-11-19,Spain,Georgia,3,1,UEFA Euro qualification,Valladolid,Spain,FALSE
2023-11-21,Greece,France,2,2,UEFA Euro qualification,Athens,Greece,FALSE
2024-03-22,Spain,Colombia,0,1,Friendly,London,England,TRUE
2024-03-23,France,Germany,0,2,Friendly,Lyon,France,FALSE
2024-03-26,France,Chile,3,2,Friendly,Marseille,France,FALSE
2024-03-26,Spain,Brazil,3,3,Friendly,Madrid,Spain,FALSE
2024-06-05,France,Luxembourg,3,0,Friendly,Metz,France,FALSE
2024-06-05,Spain,Andorra,5,0,Friendly,Badajoz,Spain,FALSE
2024-06-08,Spain,Northern Ireland,5,1,Friendly,Mallorca,Spain,FALSE
2024-06-09,France,Canada,0,0,Friendly,Bordeaux,France,FALSE
2024-06-15,Spain,Croatia,3,0,UEFA Euro,Berlin,Germany,TRUE
2024-06-17,Austria,France,0,1,UEFA Euro,Düsseldorf,Germany,TRUE
2024-06-20,Spain,Italy,1,0,UEFA Euro,Gelsenkirchen,Germany,TRUE
2024-06-21,Netherlands,France,0,0,UEFA Euro,Leipzig,Germany,TRUE
2024-06-24,Albania,Spain,0,1,UEFA Euro,Düsseldorf,Germany,TRUE
2024-06-25,France,Poland,1,1,UEFA Euro,Dortmund,Germany,TRUE
2024-06-30,Spain,Georgia,4,1,UEFA Euro,Cologne,Germany,TRUE
2024-07-01,France,Belgium,1,0,UEFA Euro,Düsseldorf,Germany,TRUE
2024-07-05,Germany,Spain,1,2,UEFA Euro,Stuttgart,Germany,FALSE
2024-07-05,Portugal,France,0,0,UEFA Euro,Hamburg,Germany,TRUE
2024-07-09,Spain,France,2,1,UEFA Euro,Munich,Germany,TRUE
2024-07-14,Spain,England,2,1,UEFA Euro,Berlin,Germany,TRUE
2024-09-05,Serbia,Spain,0,0,UEFA Nations League,Belgrade,Serbia,FALSE
2024-09-06,France,Italy,1,3,UEFA Nations League,Paris,France,FALSE
2024-09-08,Switzerland,Spain,1,4,UEFA Nations League,Geneva,Switzerland,FALSE
2024-09-09,France,Belgium,2,0,UEFA Nations League,Décines-Charpieu,France,FALSE
2024-10-10,Israel,France,1,4,UEFA Nations League,Budapest,Hungary,TRUE
2024-10-12,Spain,Denmark,1,0,UEFA Nations League,Murcia,Spain,FALSE
2024-10-14,Belgium,France,1,2,UEFA Nations League,Leuven,Belgium,FALSE
2024-10-15,Spain,Serbia,3,0,UEFA Nations League,Córdoba,Spain,FALSE
2024-11-14,France,Israel,0,0,UEFA Nations League,Paris,France,FALSE
2024-11-15,Denmark,Spain,1,2,UEFA Nations League,Copenhagen,Denmark,FALSE
2024-11-17,Italy,France,1,3,UEFA Nations League,Milan,Italy,FALSE
2024-11-18,Spain,Switzerland,3,2,UEFA Nations League,Santa Cruz de Tenerife,Spain,FALSE
2025-03-20,Croatia,France,2,0,UEFA Nations League,Split,Croatia,FALSE
2025-03-20,Netherlands,Spain,2,2,UEFA Nations League,Rotterdam,Netherlands,FALSE
2025-03-23,France,Croatia,2,0,UEFA Nations League,Paris,France,FALSE
2025-03-23,Spain,Netherlands,3,3,UEFA Nations League,Valencia,Spain,FALSE
2025-06-05,Spain,France,5,4,UEFA Nations League,Stuttgart,Germany,TRUE
2025-06-08,Germany,France,0,2,UEFA Nations League,Stuttgart,Germany,FALSE
2025-06-08,Portugal,Spain,2,2,UEFA Nations League,Munich,Germany,TRUE
2025-09-04,Bulgaria,Spain,0,3,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
2025-09-05,Ukraine,France,0,2,FIFA World Cup qualification,Wrocław,Poland,TRUE
2025-09-07,Turkey,Spain,0,6,FIFA World Cup qualification,Konya,Turkey,FALSE
2025-09-09,France,Iceland,2,1,FIFA World Cup qualification,Paris,France,FALSE
2025-10-10,France,Azerbaijan,3,0,FIFA World Cup qualification,Paris,France,FALSE
2025-10-11,Spain,Georgia,2,0,FIFA World Cup qualification,Elche,Spain,FALSE
2025-10-13,Iceland,France,2,2,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
2025-10-14,Spain,Bulgaria,4,0,FIFA World Cup qualification,Valladolid,Spain,FALSE
2025-11-13,France,Ukraine,4,0,FIFA World Cup qualification,Paris,France,FALSE
2025-11-15,Georgia,Spain,0,4,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
2025-11-16,Azerbaijan,France,1,3,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
2025-11-18,Spain,Turkey,2,2,FIFA World Cup qualification,Seville,Spain,FALSE
2026-03-26,Brazil,France,1,2,Friendly,Foxborough,United States,TRUE
2026-03-27,Spain,Serbia,3,0,Friendly,Villarreal,Spain,FALSE
2026-03-29,Colombia,France,1,3,Friendly,Landover,United States,TRUE
2026-03-31,Spain,Egypt,0,0,Friendly,Barcelona,Spain,FALSE
2026-06-04,France,Ivory Coast,1,2,Friendly,Nantes,France,FALSE
2026-06-04,Spain,Iraq,1,1,Friendly,A Coruña,Spain,FALSE
2026-06-08,France,Northern Ireland,3,1,Friendly,Lille,France,FALSE
2026-06-08,Peru,Spain,1,3,Friendly,Puebla,Mexico,TRUE
2026-06-15,Spain,Cape Verde,NA,NA,FIFA World Cup,Atlanta,United States,TRUE
2026-06-16,France,Senegal,NA,NA,FIFA World Cup,East Rutherford,United States,TRUE
2026-06-21,Spain,Saudi Arabia,NA,NA,FIFA World Cup,Atlanta,United States,TRUE
2026-06-22,France,Iraq,NA,NA,FIFA World Cup,Philadelphia,United States,TRUE
2026-06-26,Uruguay,Spain,NA,NA,FIFA World Cup,Zapopan,Mexico,TRUE
2026-06-26,Norway,France,NA,NA,FIFA World Cup,Foxborough,United States,TRUE
